record_kind	record_id	defect_family	affected_selection_ids	historical_evidence	prior_classification	corrected_classification	resolution_status	resolution_evidence	metric	value
defect_reclassification	DEF-FASTGA-EXEC	fastga_execution	P03;P08	analysis/vgp_real_pilot_fastga_scratch_v1.json (job 1782082 cancelled incomplete contract, classification retryable_infrastructure_contract_failure; job 1787016 live corrected-contract proof)	prior_fastga_execution_failure -> HARD_INVALID_PRIMARY (treated as species-level invalidity)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	resolved_in_bounded_lineage	bounded P03 completed via pinned FastGA retry/WFMASH fallback contract; review defect A-3 retains backend gap-placement sensitivity as a method limitation, not an exclusion
defect_reclassification	DEF-IMPG-GLOBAL	impg_global_architecture	P02;P03	prohibited global chains 1797004-1797008 and 1797029-1797033 canceled; P02 job 1799308 graph-allele REF/ALT orientation failure and post-reconstruction ALT=. record; historical prior_impg_graph_fasta_identifier_failure	prior_impg_graph_fasta_identifier_failure -> HARD_INVALID_PRIMARY (treated as species-level invalidity)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	resolved_in_bounded_lineage	bounded range-local queries, strict H1 revalidation and resume filtering (jobs 1804024, 1804979); review defect I-5 resolved in accepted lineage
defect_reclassification	DEF-IMPG-LACE-THREAD	impg_lace_threading	P07;P03;P02	pinned IMPG lace does not progress with one thread	(operational hazard previously absorbed into stage failures)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	mitigated_two_thread_minimum	review defect I-4: preserve the two-thread operational minimum guard and report as implementation behavior
defect_reclassification	DEF-COMPRESSION	compression_integrity	P07;annotation_ingest	quarantined corrupted P07 R2 transfer (4,431,902,981 bytes, SHA-256 defaed9e...) with clean retry c542f6e...; digest-addressed gzip annotation decode defect fixed in the three-pair lineage (commit 'fix: decode digest-addressed gzip annotations')	(transfer/decode errors previously risked being read as missing or invalid data)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	resolved_quarantine_and_decode_fix	analysis/vgp_real_synthesis_v1/report.md transfer quarantine record; three-pair lineage decode fix
defect_reclassification	DEF-DICTIONARY	sequence_dictionary_binding	P02;P03;P04	graph/FASTA identifier mismatch (P02) and annotation reference dictionaries bound to GCF reference assemblies rather than the run's H1 GCA dictionaries (P02/P03/P04 roster annotation_status)	(dictionary mismatches previously surfaced as missing annotations or invalid primaries)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	partially_resolved	graph identifier policy resolved in bounded lineage (zero unresolved IDs); annotation dictionary audits vs run H1 remain open (review defect D-3)
defect_reclassification	DEF-ANNOTATION-DISCOVERY	annotation_discovery	P02;P03	bounded run selection recorded annotation null for P02/P03 (annotation_status missing_nonblocking); earlier scale-outs lacked exact-native annotation discovery	(missing annotations previously entered results as absent partitions)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	discovery_resolved_partitions_not_computed	analysis/vgp_annotation_catalog_handoff.md: 1,833 accepted annotations, 581 Freeze 1 assemblies, 10 pilot reference bindings; catalog reconciliation is NOT a biological scale-out
defect_reclassification	DEF-SCRATCH	scratch_containment	P03;P07;P08	scratch mount alias /scratch -> /mnt/sdb1/scratch; FastGA scratch contract violations (tmpdir/tmp unset in job 1782082); cleanup guards across mount aliases	(scratch faults previously classified as execution failures of the pair)	PIPELINE_DEFECT_NOT_BIOLOGICAL_EXCLUSION	resolved_private_scratch_roots_and_guards	private /scratch roots with prefix-checked cleanup in bounded runners; clean-canary live guard; review defect I-3 asks for retained resolved-path telemetry in broader waves
review_defect_ledger	REVIEW-I-1	implementation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		blocking broader biological scale-out	No read comparison is symmetric across H1, H2, and graph representations, and none targets the repaired bounded P07 callset. Implement a frozen common-coordinate symmetric analysis; do not transfer the old failure label.
review_defect_ledger	REVIEW-I-2	implementation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		blocking resource extrapolation	Slurm `MaxRSS`, disk I/O, and CPU fields are empty for accepted jobs; bounded scratch high-water is absent. Add cgroup/per-stage telemetry before resizing or large fan-out.
review_defect_ledger	REVIEW-I-3	implementation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		moderate	Bounded production uses `/scratch` prefix checks but lacks the clean canary's live resolved-path/open-file guard and retained filesystem-type proof. Add `realpath`, filesystem-type, capacity, and managed-open-path telemetry.
review_defect_ledger	REVIEW-I-4	implementation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		moderate	Pinned IMPG lace does not progress with one thread; two threads are a required operational minimum. Preserve the guard and report this as implementation behavior.
review_defect_ledger	REVIEW-I-5	implementation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		resolved in accepted lineage	P02 exposed graph-allele REF/ALT orientation and a post-reconstruction `ALT=.` record. Accepted resume filtering and strict-H1 validation close the result; failed jobs remain provenance.
review_defect_ledger	REVIEW-D-1	data_provenance		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		moderate	IMPG, WFMASH, and SweepGA/FastGA are digest-pinned external executables, not Guix store builds. Package the accepted binaries/derivations in Guix before claiming a fully Guix-built closure.
review_defect_ledger	REVIEW-D-2	data_provenance		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		low	Some copied P07 graph-ledger metadata records an obsolete `/scratch/...` source path although the durable digest-identical ledger exists. Replace ephemeral source-path fields with durable object identities in future runs.
review_defect_ledger	REVIEW-D-3	data_provenance		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		limiting annotations	P02/P03 lack cataloged exact-native annotations. Preserve missingness; acquire dictionary-identical GFFs before annotation scale-out.
review_defect_ledger	REVIEW-A-1	assembly_confidence		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		high	P07 clean/global-lace pi (0.0021472) differs materially from bounded pi (0.0011704). The bounded architecture is accepted and the clean whole-genome result rejected, but the source of all discarded global differences is not range-by-range localized.
review_defect_ledger	REVIEW-A-2	assembly_confidence		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		high	Old P07 H1-only reads show severe discordance, but do not symmetrically localize an H1, H2, or graph projection error in the bounded result. Retain as diagnostic uncertainty.
review_defect_ledger	REVIEW-A-3	assembly_confidence		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		high	P03 controlled FastGA/WFMASH exact-variant Jaccard is 0.2529 despite high coverage overlap. Treat backend-specific gap placement as method sensitivity.
review_defect_ledger	REVIEW-A-4	assembly_confidence		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		moderate	P02/P03 have no accepted-result raw-read sensitivity evidence. Assembly estimates remain primary but externally uncalibrated.
review_defect_ledger	REVIEW-B-1	biological_limitation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		fundamental	One phased H1/H2 pair measures within-individual assembly divergence; it is not population heterozygosity or a species mean.
review_defect_ledger	REVIEW-B-2	biological_limitation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		fundamental	PSMC mutation-rate/generation-time grids are generic sensitivity scenarios, not calibrated absolute demographic histories.
review_defect_ledger	REVIEW-B-3	biological_limitation		analysis/vgp_three_pair_independent_review_v1.md#remaining-defect-ledger		moderate	Only P07 has exact-native CDS/fourfold partitions, so cross-species annotation contrasts are not supported.
scheduler_reliability_metric									prior_scale_packet_allocations_total	658
scheduler_reliability_metric									prior_scale_packet_completed	242
scheduler_reliability_metric									prior_scale_packet_failed	46
scheduler_reliability_metric									prior_scale_packet_cancelled	348
scheduler_reliability_metric									prior_scale_packet_nonterminal_at_freeze	22
scheduler_reliability_metric									bounded_wave_allocations_total	30
scheduler_reliability_metric									bounded_wave_completed	4
scheduler_reliability_metric									bounded_wave_failed	7
scheduler_reliability_metric									bounded_wave_cancelled	19
scheduler_reliability_metric									bounded_wave_accepted_results	3
